index,Image reference,Coder name,Coding date,Road survey date,Road name,Section,Distance,Length,Latitude start,Longitude start,Landmark,Comments,Carriageway,Upgrade cost,Motorcycle observed flow,Bicycle observed flow,Pedestrian observed flow across the road,Pedestrian observed flow along the road driver-side,Pedestrian observed flow along the road passenger-side,Land use - driver-side,Land use - passenger-side,Area type,Speed limit,Motorcycle speed limit,Truck speed limit,Differential speed limits,Median type,Centreline rumble strips,Roadside severity - driver-side distance,Roadside severity - driver-side object,Roadside severity - passenger-side distance,Roadside severity - passenger-side object,Shoulder rumble strips,Paved shoulder - driver-side,Paved shoulder - passenger-side,Intersection type,Intersection channelisation,Intersecting road volume,Intersection quality,Property access points,Number of lanes,Lane width,Curvature,Quality of curve,Grade,Road condition,Skid resistance / grip,Delineation,Street lighting,Pedestrian crossing facilities - inspected road,Pedestrian crossing quality,Pedestrian crossing facilities - intersecting road,Pedestrian fencing,Speed management / traffic calming,Vehicle parking,Sidewalk - driver-side,Sidewalk - passenger-side,Service road,Facilities for motorised two wheelers,Facilities for bicycles,Roadworks,Sight distance,Vehicle flow (AADT),Motorcycle %,Pedestrian peak hour flow across the road,Pedestrian peak hour flow along the road driver-side,Pedestrian peak hour flow along the road passenger-side,Bicycle peak hour flow,Operating Speed (85th percentile),Operating Speed (mean),Roads that cars can read,Vehicle Occupant Star Rating Policy Target,Motorcycle Star Rating Policy Target,Pedestrian Star Rating Policy Target,Bicycle Star Rating Policy Target,Annual Fatality Growth Multiplier,School zone warning,School zone crossing supervisor,Latitude end,Longitude end,route,control,control_name,km_start_fraction,km_end_fraction,image_id
421,"['69000_69100_38253_1.jpg', '69000_69100_38253_2.jpg', '69000_69100_38253_3.jpg', '69000_69100_38253_4.jpg']",admin,23/02/2024,,1,302,0.1,15.32,14.24545358,100.7490886,,11863,1,2,1,1,1,1,1,1,3,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24564258,100.7495091,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,69000,69100,1651
422,"['69100_69200_38254_1.jpg', '69100_69200_38254_2.jpg', '69100_69200_38254_3.jpg', '69100_69200_38254_4.jpg']",admin,23/02/2024,,1,302,0.1,15.42,14.24589324,100.7498962,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24608108,100.7503172,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,69100,69200,1655
423,"['69200_69300_38255_1.jpg', '69200_69300_38255_2.jpg', '69200_69300_38255_3.jpg', '69200_69300_38255_4.jpg']",admin,23/02/2024,,1,302,0.1,15.52,14.24633482,100.7507029,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24652131,100.7511245,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,69200,69300,1659
424,"['69300_69400_38256_1.jpg', '69300_69400_38256_2.jpg', '69300_69400_38256_3.jpg', '69300_69400_38256_4.jpg']",admin,23/02/2024,,1,302,0.1,15.62,14.24677365,100.7515105,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.2469636,100.7519306,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,69300,69400,1663
425,"['69400_69500_38257_1.jpg', '69400_69500_38257_2.jpg', '69400_69500_38257_3.jpg', '69400_69500_38257_4.jpg']",admin,23/02/2024,,1,302,0.1,15.72,14.24721715,100.7523162,,11863,1,1,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,1,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24740372,100.7527379,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,69400,69500,1667
426,"['69500_69600_38258_1.jpg', '69500_69600_38258_2.jpg', '69500_69600_38258_3.jpg', '69500_69600_38258_4.jpg']",admin,23/02/2024,,1,302,0.1,15.82,14.24765401,100.7531249,,11863,1,1,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,1,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24784373,100.7535453,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,69500,69600,1671
427,"['69600_69700_38259_1.jpg', '69600_69700_38259_2.jpg', '69600_69700_38259_3.jpg', '69600_69700_38259_4.jpg']",admin,23/02/2024,,1,302,0.1,15.92,14.24809511,100.7539315,,11863,1,1,1,1,1,1,1,1,1,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24828342,100.7543528,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,69600,69700,1675
428,"['69700_69800_38260_1.jpg', '69700_69800_38260_2.jpg', '69700_69800_38260_3.jpg', '69700_69800_38260_4.jpg']",admin,23/02/2024,,1,302,0.1,16.02,14.24853426,100.7547396,,11863,1,1,1,1,1,1,1,1,1,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,1,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24872261,100.7551606,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,69700,69800,1679
429,"['69800_69900_38261_1.jpg', '69800_69900_38261_2.jpg', '69800_69900_38261_3.jpg', '69800_69900_38261_4.jpg']",admin,23/02/2024,,1,302,0.1,16.12,14.2489743,100.755547,,11863,1,1,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,1,3,1,1,3,1,1,2,1,1,7,3,7,1,1,1,5,6,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24916321,100.7559676,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,69800,69900,1683
430,"['69900_70000_38262_1.jpg', '69900_70000_38262_2.jpg', '69900_70000_38262_3.jpg', '69900_70000_38262_4.jpg']",admin,23/02/2024,,1,302,0.1,16.22,14.24941358,100.7563543,,11863,1,1,1,1,1,1,1,1,1,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,1,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.24960198,100.7567757,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,69900,70000,1687
431,"['70000_70100_38263_1.jpg', '70000_70100_38263_2.jpg', '70000_70100_38263_3.jpg', '70000_70100_38263_4.jpg']",admin,23/02/2024,,1,302,0.1,16.32,14.24985381,100.7571619,,11863,1,1,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,1,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.2500424,100.7575828,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,70000,70100,1691
432,"['70100_70200_38264_1.jpg', '70100_70200_38264_2.jpg', '70100_70200_38264_3.jpg', '70100_70200_38264_4.jpg']",admin,23/02/2024,,1,302,0.1,16.42,14.25029444,100.7579689,,11863,1,1,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,1,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.25048315,100.7583898,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,70100,70200,1695
433,"['70200_70300_38265_1.jpg', '70200_70300_38265_2.jpg', '70200_70300_38265_3.jpg', '70200_70300_38265_4.jpg']",admin,23/02/2024,,1,302,0.1,16.52,14.25073479,100.7587762,,11863,1,1,1,1,1,1,1,1,3,2,13,13,11,1,1,1,1,1,2,15,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,1,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.25092133,100.7591981,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,70200,70300,1699
434,"['70300_70400_38266_1.jpg', '70300_70400_38266_2.jpg', '70300_70400_38266_3.jpg', '70300_70400_38266_4.jpg']",admin,23/02/2024,,1,302,0.1,16.62,14.25117339,100.7595844,,11863,1,1,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,2,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,1,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.25136273,100.7600047,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,70300,70400,1703
435,"['70400_70500_38267_1.jpg', '70400_70500_38267_2.jpg', '70400_70500_38267_3.jpg', '70400_70500_38267_4.jpg']",admin,23/02/2024,,1,302,0.1,16.72,14.25161534,100.7603909,,11863,1,1,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,15,1,3,1,1,1,6,1,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.25180317,100.7608119,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,70400,70500,1707
436,"['70500_70600_38268_1.jpg', '70500_70600_38268_2.jpg', '70500_70600_38268_3.jpg', '70500_70600_38268_4.jpg']",admin,23/02/2024,,1,302,0.1,16.82,14.25205617,100.7611968,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,12,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.25225244,100.7616141,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,70500,70600,1711
437,"['70600_70700_38269_1.jpg', '70600_70700_38269_2.jpg', '70600_70700_38269_3.jpg', '70600_70700_38269_4.jpg']",admin,23/02/2024,,1,302,0.1,16.92,14.25249952,100.7620032,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,1,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.25268679,100.7624245,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,70600,70700,1715
438,"['70700_70800_38270_1.jpg', '70700_70800_38270_2.jpg', '70700_70800_38270_3.jpg', '70700_70800_38270_4.jpg']",admin,23/02/2024,,1,302,0.1,17.02,14.25293713,100.7628121,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,1,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,1,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.25312234,100.7632343,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,70700,70800,1719
439,"['70800_70900_38271_1.jpg', '70800_70900_38271_2.jpg', '70800_70900_38271_3.jpg', '70800_70900_38271_4.jpg']",admin,23/02/2024,,1,302,0.1,17.12,14.25337614,100.7636198,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,1,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.25356259,100.7640415,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,70800,70900,1723
440,"['70900_71000_38272_1.jpg', '70900_71000_38272_2.jpg', '70900_71000_38272_3.jpg', '70900_71000_38272_4.jpg']",admin,23/02/2024,,1,302,0.1,17.22,14.25381648,100.7644267,,11863,1,2,1,1,1,1,1,1,1,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,1,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.2540047,100.7648477,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,70900,71000,1727
441,"['71000_71100_38273_1.jpg', '71000_71100_38273_2.jpg', '71000_71100_38273_3.jpg', '71000_71100_38273_4.jpg']",admin,23/02/2024,,1,302,0.1,17.32,14.25425662,100.7652339,,11863,1,1,1,1,1,1,1,1,1,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,1,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.25444555,100.7656546,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,71000,71100,1731
442,"['71100_71200_38274_1.jpg', '71100_71200_38274_2.jpg', '71100_71200_38274_3.jpg', '71100_71200_38274_4.jpg']",admin,23/02/2024,,1,302,0.1,17.42,14.25469668,100.7660414,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,2,1,3,1,16,1,5,1,1,3,1,1,3,1,1,2,1,1,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.25488539,100.7664621,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,71100,71200,1735
443,"['71200_71300_38275_1.jpg', '71200_71300_38275_2.jpg', '71200_71300_38275_3.jpg', '71200_71300_38275_4.jpg']",admin,23/02/2024,,1,302,0.1,17.52,14.2551374,100.7668482,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,15,1,3,1,1,1,6,1,4,3,1,1,3,1,1,2,1,1,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.25532639,100.7672689,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,71200,71300,1739
444,"['71300_71400_38276_1.jpg', '71300_71400_38276_2.jpg', '71300_71400_38276_3.jpg', '71300_71400_38276_4.jpg']",admin,23/02/2024,,1,302,0.1,17.62,14.25557855,100.7676552,,11863,1,2,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,1,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.25576723,100.7680758,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,71300,71400,1743
445,"['71400_71500_38277_1.jpg', '71400_71500_38277_2.jpg', '71400_71500_38277_3.jpg', '71400_71500_38277_4.jpg']",admin,23/02/2024,,1,302,0.1,17.72,14.25601993,100.7684617,,11863,1,1,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,1,3,1,1,3,1,1,2,1,1,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.25620791,100.7688828,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,71400,71500,1747
446,"['71500_71600_38278_1.jpg', '71500_71600_38278_2.jpg', '71500_71600_38278_3.jpg', '71500_71600_38278_4.jpg']",admin,23/02/2024,,1,302,0.1,17.82,14.25646129,100.7692683,,11863,1,1,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,1,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.2566498,100.7696892,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,71500,71600,1751
447,"['71600_71700_38279_1.jpg', '71600_71700_38279_2.jpg', '71600_71700_38279_3.jpg']",admin,23/02/2024,,1,302,0.1,17.92,14.25690279,100.7700751,,11863,1,1,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,1,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.25708966,100.7704966,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,71600,71700,1755
448,"['71700_71800_38280_1.jpg', '71700_71800_38280_2.jpg', '71700_71800_38280_3.jpg']",admin,23/02/2024,,1,302,0.1,18.02,14.25734152,100.770883,,11863,1,1,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,1,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,1,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.2575311,100.7713032,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,71700,71800,1758
449,"['71800_71900_38281_2.jpg', '71800_71900_38281_3.jpg', '71800_71900_38281_4.jpg']",admin,23/02/2024,,1,302,0.1,18.12,14.2577836,100.7716893,,11863,1,1,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,1,8,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,1,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.25797179,100.7721102,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,71800,71900,1761
450,"['71900_72000_38282_1.jpg', '71900_72000_38282_2.jpg', '71900_72000_38282_3.jpg', '71900_72000_38282_4.jpg']",admin,23/02/2024,,1,302,0.1,18.22,14.25822271,100.7724969,,11863,1,1,1,1,1,1,1,1,1,2,13,13,11,1,1,1,1,1,2,15,1,3,1,12,1,7,3,4,3,1,1,3,1,1,2,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.25841161,100.7729177,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,71900,72000,1764
451,"['72000_72100_38283_1.jpg', '72000_72100_38283_2.jpg', '72000_72100_38283_3.jpg', '72000_72100_38283_4.jpg']",admin,23/02/2024,,1,302,0.1,18.32,14.25866321,100.773304,,11863,1,1,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,1,2,1,3,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.25885177,100.773725,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,72000,72100,1768
452,"['72100_72200_38284_1.jpg', '72100_72200_38284_2.jpg', '72100_72200_38284_3.jpg', '72100_72200_38284_4.jpg']",admin,23/02/2024,,1,302,0.1,18.42,14.25910412,100.7741109,,11863,1,1,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,1,2,1,3,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.2592929,100.7745317,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,72100,72200,1772
453,"['72200_72300_38285_1.jpg', '72200_72300_38285_2.jpg', '72200_72300_38285_3.jpg', '72200_72300_38285_4.jpg']",admin,23/02/2024,,1,302,0.1,18.52,14.25954461,100.7749181,,11863,1,1,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,1,2,1,3,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.25973364,100.7753387,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,72200,72300,1776
454,"['72300_72400_38286_1.jpg', '72300_72400_38286_2.jpg', '72300_72400_38286_3.jpg', '72300_72400_38286_4.jpg']",admin,23/02/2024,,1,302,0.1,18.62,14.25998581,100.775725,,11863,1,1,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,1,2,1,3,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.26017365,100.7761461,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,72300,72400,1780
455,"['72400_72500_38287_1.jpg', '72400_72500_38287_2.jpg', '72400_72500_38287_3.jpg', '72400_72500_38287_4.jpg']",admin,23/02/2024,,1,302,0.1,18.72,14.26042487,100.7765328,,11863,1,1,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,1,2,1,3,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.26061325,100.7769537,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,72400,72500,1784
456,"['72500_72600_38288_1.jpg', '72500_72600_38288_2.jpg', '72500_72600_38288_3.jpg', '72500_72600_38288_4.jpg']",admin,23/02/2024,,1,302,0.1,18.82,14.26086577,100.7773397,,11863,1,1,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,1,2,1,3,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,68619,2,1,1,1,1,10,9,1,1,3,3,3,1,4,3,14.2610536,100.7777609,1,302,à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸šà¸²à¸‡à¸›à¸°à¸­à¸´à¸™ - à¸«à¸™à¸­à¸‡à¹à¸„,72500,72600,1788
